random_state,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,y,time
0,0.9523809523809524,0.1049724164724509,64,2.8609476230810453,1677,0.9034666666666666,651.3424892425537
0,0.0238095238095238,0.5693017557734438,71,2.110902135954417,5447,0.6028666666666667,651.3424892425537
0,0.7380952380952381,0.771736966590665,38,2.864346877649964,7997,0.8980666666666667,651.3424892425537
0,1.0,0.9242868480518928,11,0.8364656480117716,386,0.9040666666666668,651.3424892425537
0,0.3095238095238095,0.5913267667677076,97,3.7131901251476,5776,0.8928666666666668,651.3424892425537
0,1.0,0.2513288105116008,65,0.6174672590169744,6415,0.9069333333333334,651.3424892425537
0,0.3571428571428571,0.3292069157376996,67,4.506636544848873,1675,0.8933333333333332,164.2510588169098
0,0.238095238095238,0.6018689228014587,88,2.4904191992517,5775,0.8908666666666667,325.01900935173035
0,0.4285714285714285,0.6842272351053051,100,2.41680046560931,5773,0.9016666666666668,382.2899532318115
0,0.0476190476190476,0.4418585424060305,70,2.8264454322068056,5449,0.7656666666666667,519.599143743515
0,0.2142857142857142,0.9916286120285328,60,2.0480024899923603,1675,0.8882666666666666,117.23180532455444
0,0.9761904761904762,0.9550135814742352,15,1.2299046913278355,385,0.9020666666666668,76.1690742969513
0,0.8095238095238095,0.502684470680334,35,1.3570914916567989,7996,0.9038666666666666,635.6911175251007
0,0.5714285714285714,0.7928961111907783,68,1.1486138250054974,6410,0.902,442.0515630245209
0,0.1666666666666666,0.7962695207506857,61,2.217274677765672,6416,0.8838,419.2226793766022
0,0.7380952380952381,0.4869746669556839,15,1.2362590865059242,391,0.9053333333333332,105.56415462493896
0,0.4523809523809524,0.0066553870435406,64,1.2265670002026583,5449,0.9053333333333334,3700.073613166809
0,0.4047619047619047,0.7449084249636363,67,3.4464262922550604,1680,0.8956666666666666,131.56287908554077
0,0.8333333333333334,0.5466181769182008,68,3.4353921571660657,1675,0.8994666666666666,166.2977373600006
0,0.5238095238095238,0.8185542803403844,68,3.459093986208222,1677,0.8967333333333333,126.05471539497375
0,0.2857142857142857,0.8104907040980825,13,2.356518534226756,384,0.8929333333333332,74.11026120185852
0,0.3571428571428571,0.6051304056020983,64,2.5816554629725594,5447,0.8971333333333334,290.5234811306
0,0.4523809523809524,0.4545867022562173,68,1.81514040534108,6407,0.9020666666666668,403.78998017311096
0,0.119047619047619,0.5809091221956145,64,0.9012650331575832,6406,0.8734666666666667,413.19833183288574
