,epoch,train_accuracy,test_accuracy,train_loss,test_loss,seconds
0,1000,0.5964400768280029,0.593593180179596,0.841995894908905,0.8472102880477905,103.94140815734863
1,2000,0.6117950081825256,0.6098031401634216,0.8163399696350098,0.8214220404624939,127.97830486297607
2,3000,0.616770327091217,0.6024700999259949,0.7925651669502258,0.8074377775192261,142.33480048179626
3,4000,0.6346986889839172,0.6337321400642395,0.7704647183418274,0.7840257883071899,140.49959349632263
4,5000,0.6488526463508606,0.6375916600227356,0.7454965710639954,0.7625592350959778,135.506121635437
5,6000,0.6444777846336365,0.6356619000434875,0.7498205900192261,0.7652403116226196,133.4853172302246
6,7000,0.6683679819107056,0.6491702198982239,0.7133987545967102,0.7338130474090576,132.00805735588074
7,8000,0.6762599349021912,0.6599768400192261,0.7000775337219238,0.721356987953186,122.47788119316101
8,9000,0.6896847486495972,0.670011579990387,0.6792561411857605,0.7032479047775269,133.64240670204163
9,10000,0.687239944934845,0.6707834601402283,0.6811478137969971,0.7054257988929749,131.79268074035645
10,11000,0.6852241158485413,0.6692396998405457,0.6769434809684753,0.7077096104621887,132.41307473182678
11,12000,0.7144327759742737,0.6808182001113892,0.6272721886634827,0.6593261957168579,139.84216833114624
12,13000,0.7419257760047913,0.7032033801078796,0.584553062915802,0.6213233470916748,137.82697820663452
13,14000,0.7440274357795715,0.7086067199707031,0.5759301781654358,0.6160595417022705,135.27020287513733
14,15000,0.7414110898971558,0.718641459941864,0.5845876932144165,0.6234776973724365,136.61856722831726
15,16000,0.7756379842758179,0.7333076000213623,0.5153749585151672,0.5622100234031677,131.39206075668335
16,17000,0.7617413401603699,0.7302200198173523,0.5308863520622253,0.5812439322471619,127.97598600387573
17,18000,0.7794123888015747,0.7367811799049377,0.495248407125473,0.5479026436805725,121.457448720932
18,19000,0.8103795647621155,0.7680432200431824,0.44488590955734253,0.5008354783058167,128.4026231765747
19,20000,0.8174565434455872,0.7776920199394226,0.4270024597644806,0.48518145084381104,130.01034331321716
20,21000,0.7698906064033508,0.7352373600006104,0.5123125910758972,0.5783031582832336,130.76715302467346
21,22000,0.838816225528717,0.794287919998169,0.3828561305999756,0.4461228847503662,131.03162455558777
22,23000,0.8468797206878662,0.8016210198402405,0.3679333031177521,0.4335664212703705,128.73106455802917
23,24000,0.8518550395965576,0.8027788400650024,0.350990355014801,0.42121782898902893,127.5010154247284
24,25000,0.8569590449333191,0.8020069599151611,0.3415169417858124,0.41257378458976746,120.90880870819092
25,26000,0.8682393431663513,0.8143573999404907,0.3202468752861023,0.39530283212661743,130.07547903060913
26,27000,0.8688827157020569,0.8174449801445007,0.31049931049346924,0.38593122363090515,145.6755816936493
27,28000,0.8708985447883606,0.8170590400695801,0.3029342293739319,0.38288068771362305,124.5289101600647
28,29000,0.8834226727485657,0.825935959815979,0.28341326117515564,0.36484381556510925,120.50288486480713
29,30000,0.8872828483581543,0.8321111798286438,0.27314436435699463,0.35444727540016174,135.04227328300476
30,31000,0.8907570242881775,0.8363566398620605,0.26296523213386536,0.3461942672729492,131.81683778762817
31,32000,0.8928586840629578,0.8382863998413086,0.25610724091529846,0.34112754464149475,138.81697726249695
32,33000,0.8962041735649109,0.8413739800453186,0.24945762753486633,0.33593007922172546,133.58576083183289
33,34000,0.9004932641983032,0.8452335000038147,0.240234375,0.32754167914390564,130.58607149124146
34,35000,0.9024662375450134,0.8490930199623108,0.23290210962295532,0.32517120242118835,129.80745816230774
35,36000,0.8990349769592285,0.8444616198539734,0.23581477999687195,0.3284318745136261,134.47554469108582
36,37000,0.9034526944160461,0.847935140132904,0.2256922423839569,0.321235716342926,134.93434190750122
37,38000,0.907227098941803,0.8506368398666382,0.21652023494243622,0.3119085133075714,137.9623143672943
38,39000,0.9073986411094666,0.8541103601455688,0.22210031747817993,0.3125613033771515,160.4391450881958
39,40000,0.9146472215652466,0.858741819858551,0.2038184553384781,0.3010267913341522,155.16894793510437
40,41000,0.9070126414299011,0.8602855801582336,0.2146010845899582,0.31411013007164,152.7595145702362
41,42000,0.918035626411438,0.859899640083313,0.19564737379550934,0.2951861321926117,149.58145570755005
42,43000,0.9172635674476624,0.859899640083313,0.19464938342571259,0.29060083627700806,145.59571933746338
43,44000,0.9216384291648865,0.8606715798377991,0.18736250698566437,0.2881157696247101,139.50521564483643
44,45000,0.9222388863563538,0.861829400062561,0.18478348851203918,0.286067396402359,146.8189880847931
45,46000,0.9138323068618774,0.8641451001167297,0.19029025733470917,0.2905174195766449,153.3913733959198
46,47000,0.9227535724639893,0.8668467998504639,0.1803261786699295,0.286162406206131,146.54936385154724
47,48000,0.925713062286377,0.8680046200752258,0.17492158710956573,0.2781873047351837,133.5840859413147
48,49000,0.9232254028320312,0.8680046200752258,0.17405280470848083,0.2781054377555847,139.4495620727539
49,50000,0.9265279769897461,0.8668467998504639,0.17160837352275848,0.2748298943042755,138.24667263031006
