iteration,time,train_accuracy,test_accuracy
1.0,99.385511636734,0.3833333253860473,0.3100000023841858
2.0,197.3167192935944,0.3833333253860473,0.3100000023841858
3.0,304.9078931808472,0.3833333253860473,0.3100000023841858
4.0,414.0276918411256,0.3833333253860473,0.3100000023841858
5.0,514.5633416175843,0.3855555653572082,0.3100000023841858
6.0,624.6381556987764,0.3855555653572082,0.3100000023841858
7.0,738.9399557113649,0.3855555653572082,0.3100000023841858
8.0,853.9785211086274,0.3855555653572082,0.3100000023841858
9.0,964.9779808521272,0.3855555653572082,0.3100000023841858
10.0,1089.582504272461,0.3855555653572082,0.3100000023841858
11.0,1216.60675239563,0.3855555653572082,0.3100000023841858
12.0,1337.5450887680056,0.3855555653572082,0.3100000023841858
13.0,1468.6718697547915,0.3855555653572082,0.3100000023841858
14.0,1601.5627672672274,0.3855555653572082,0.3100000023841858
15.0,1736.4656097888949,0.3855555653572082,0.3100000023841858
16.0,1879.332620620728,0.3855555653572082,0.3100000023841858
17.0,2014.328119039536,0.3855555653572082,0.3100000023841858
18.0,2158.3657691478734,0.3855555653572082,0.3100000023841858
19.0,2305.1797831058507,0.3855555653572082,0.3100000023841858
20.0,2444.3722753524785,0.3855555653572082,0.3100000023841858
21.0,2603.752877235413,0.3855555653572082,0.3100000023841858
22.0,2755.562115669251,0.3855555653572082,0.3100000023841858
23.0,2908.956966638565,0.3855555653572082,0.3100000023841858
24.0,3052.733169078827,0.3855555653572082,0.3100000023841858
25.0,3205.147216320038,0.3855555653572082,0.3100000023841858
26.0,3367.3233149051666,0.3855555653572082,0.3100000023841858
27.0,3542.17928814888,0.3855555653572082,0.3100000023841858
28.0,3692.365695714951,0.3855555653572082,0.3100000023841858
29.0,3879.433667182923,0.3855555653572082,0.3100000023841858
30.0,4009.4742681980138,0.3855555653572082,0.3100000023841858
31.0,4144.904219388962,0.3855555653572082,0.3100000023841858
32.0,4356.666965246201,0.3855555653572082,0.3100000023841858
33.0,4580.547655820847,0.3855555653572082,0.3100000023841858
34.0,4803.443843364716,0.3855555653572082,0.3100000023841858
35.0,5028.055105686188,0.3855555653572082,0.3100000023841858
36.0,5275.311391830444,0.3855555653572082,0.3100000023841858
37.0,5539.957260370255,0.3855555653572082,0.3100000023841858
38.0,5807.380029916764,0.3855555653572082,0.3100000023841858
39.0,6068.690176248551,0.3855555653572082,0.3100000023841858
40.0,6332.60082101822,0.3855555653572082,0.3100000023841858
41.0,6631.218930244447,0.3855555653572082,0.3100000023841858
42.0,6936.30309200287,0.3855555653572082,0.3100000023841858
43.0,7133.963784456254,0.4144444465637207,0.3600000143051147
44.0,7470.909502267838,0.4144444465637207,0.3600000143051147
45.0,7809.432296752931,0.4144444465637207,0.3600000143051147
46.0,8109.229435920716,0.4144444465637207,0.3600000143051147
47.0,8445.262900590897,0.4144444465637207,0.3600000143051147
48.0,8782.668535232544,0.4144444465637207,0.3600000143051147
49.0,9129.44355559349,0.4144444465637207,0.3600000143051147
50.0,9518.86109662056,0.4144444465637207,0.3600000143051147
51.0,9912.0858502388,0.4155555665493011,0.3600000143051147
52.0,10316.968748807907,0.4166666567325592,0.3600000143051147
53.0,10706.751190423964,0.4166666567325592,0.3600000143051147
54.0,11095.05446410179,0.4166666567325592,0.3600000143051147
55.0,11427.912287712095,0.4177777767181396,0.3400000035762787
56.0,11860.371712446213,0.4177777767181396,0.3400000035762787
57.0,12311.745912790298,0.4177777767181396,0.3400000035762787
58.0,12677.232371091844,0.4177777767181396,0.3400000035762787
59.0,13085.965551614763,0.4177777767181396,0.3400000035762787
60.0,13474.470592975618,0.4177777767181396,0.3400000035762787
61.0,13902.027602910995,0.4177777767181396,0.3400000035762787
62.0,14326.75010061264,0.4177777767181396,0.3400000035762787
63.0,14757.519184112549,0.4177777767181396,0.3400000035762787
64.0,15192.390408992767,0.4177777767181396,0.3400000035762787
65.0,15644.499217271805,0.4177777767181396,0.3400000035762787
66.0,16073.95977950096,0.4177777767181396,0.3400000035762787
67.0,16493.431676626205,0.4177777767181396,0.3400000035762787
68.0,16930.348357200623,0.4177777767181396,0.3400000035762787
69.0,17834.54534482956,0.4177777767181396,0.3400000035762787
70.0,18689.876031160355,0.4177777767181396,0.3400000035762787
71.0,19525.8456530571,0.4177777767181396,0.3400000035762787
72.0,20405.975016117096,0.4177777767181396,0.3400000035762787
73.0,21200.20748448372,0.4177777767181396,0.3400000035762787
74.0,22006.185589313507,0.4177777767181396,0.3400000035762787
75.0,22508.479702472687,0.4177777767181396,0.3400000035762787
76.0,23041.977837324142,0.4177777767181396,0.3400000035762787
77.0,23526.53061747551,0.4177777767181396,0.3400000035762787
78.0,24086.370972156525,0.4177777767181396,0.3400000035762787
79.0,24646.961181402206,0.4177777767181396,0.3400000035762787
80.0,25188.80369758606,0.4177777767181396,0.3400000035762787
81.0,25757.27921628952,0.4177777767181396,0.3400000035762787
82.0,26378.42551088333,0.4177777767181396,0.3400000035762787
83.0,26905.46586918831,0.4177777767181396,0.3400000035762787
84.0,27367.87708902359,0.4177777767181396,0.3400000035762787
85.0,27956.33429813385,0.41777777671813965,0.3400000035762787
