iteration,time,train_accuracy,test_accuracy
1.0,65.47292828559875,0.4055555462837219,0.4199999868869781
2.0,119.20340490341188,0.4055555462837219,0.4199999868869781
3.0,206.35541582107544,0.4166666567325592,0.3400000035762787
4.0,286.1120204925537,0.4166666567325592,0.3400000035762787
5.0,347.2924509048462,0.4166666567325592,0.3400000035762787
6.0,401.98472261428833,0.4166666567325592,0.3400000035762787
7.0,455.8384518623352,0.4166666567325592,0.3400000035762787
8.0,514.0414838790894,0.4166666567325592,0.3400000035762787
9.0,572.1609058380127,0.4166666567325592,0.3400000035762787
10.0,629.5809936523438,0.4166666567325592,0.3400000035762787
11.0,691.1063117980957,0.4166666567325592,0.3400000035762787
12.0,751.9171545505524,0.4166666567325592,0.3400000035762787
13.0,817.1243145465851,0.4166666567325592,0.3400000035762787
14.0,880.3558712005615,0.4188888967037201,0.3499999940395355
15.0,939.9133291244508,0.4188888967037201,0.3499999940395355
16.0,996.9807400703432,0.4188888967037201,0.3499999940395355
17.0,1059.3566553592684,0.4244444370269775,0.3600000143051147
18.0,1125.4685075283053,0.4244444370269775,0.3600000143051147
19.0,1193.1774239540102,0.4244444370269775,0.3600000143051147
20.0,1250.5654642581942,0.4244444370269775,0.3600000143051147
21.0,1315.4809093475344,0.4244444370269775,0.3600000143051147
22.0,1377.1673917770388,0.4244444370269775,0.3600000143051147
23.0,1429.211198806763,0.4244444370269775,0.3600000143051147
24.0,1491.301266908646,0.4244444370269775,0.3600000143051147
25.0,1552.696236610413,0.4244444370269775,0.3600000143051147
26.0,1632.5936458110814,0.4244444370269775,0.3600000143051147
27.0,1708.2383446693425,0.425555557012558,0.3100000023841858
28.0,1780.6319174766545,0.425555557012558,0.3100000023841858
29.0,1838.391317129136,0.4300000071525574,0.3600000143051147
30.0,1896.2979271411905,0.4300000071525574,0.3600000143051147
31.0,1959.353338241578,0.4344444572925567,0.4399999976158142
32.0,2030.386290788652,0.4344444572925567,0.4399999976158142
33.0,2090.883989572526,0.4344444572925567,0.4399999976158142
34.0,2154.1360466480264,0.4344444572925567,0.4399999976158142
35.0,2224.475448846818,0.4344444572925567,0.4399999976158142
36.0,2279.837798833848,0.4344444572925567,0.4399999976158142
37.0,2342.280380487443,0.4344444572925567,0.4399999976158142
38.0,2411.564035177232,0.4344444572925567,0.4399999976158142
39.0,2478.3305346965803,0.4344444572925567,0.4399999976158142
40.0,2538.263316869737,0.4344444572925567,0.4399999976158142
41.0,2611.4937639236464,0.4344444572925567,0.4399999976158142
42.0,2673.3032305240645,0.4344444572925567,0.4399999976158142
43.0,2728.930255413057,0.4344444572925567,0.4399999976158142
44.0,2792.9888877868666,0.4344444572925567,0.4399999976158142
45.0,2858.5515606403364,0.4344444572925567,0.4399999976158142
46.0,2929.7086331844343,0.4344444572925567,0.4399999976158142
47.0,2993.062949657441,0.4344444572925567,0.4399999976158142
48.0,3066.7707695961008,0.4344444572925567,0.4399999976158142
49.0,3125.954139471055,0.4344444572925567,0.4399999976158142
50.0,3186.462773799897,0.4344444572925567,0.4399999976158142
51.0,3250.3556835651407,0.4344444572925567,0.4399999976158142
52.0,3314.6746706962595,0.4344444572925567,0.4399999976158142
53.0,3386.728392601014,0.4344444572925567,0.4399999976158142
54.0,3449.5229473114023,0.4344444572925567,0.4399999976158142
55.0,3516.5012984275827,0.4344444572925567,0.4399999976158142
56.0,3568.870690345765,0.4366666674613952,0.3799999952316284
57.0,3627.100693702698,0.4366666674613952,0.3799999952316284
58.0,3689.787225723267,0.445555567741394,0.3799999952316284
59.0,3753.896228313448,0.445555567741394,0.3799999952316284
60.0,3817.570645809175,0.445555567741394,0.3799999952316284
61.0,3888.589557170869,0.445555567741394,0.3799999952316284
62.0,3974.267791032792,0.445555567741394,0.3799999952316284
63.0,4068.11981201172,0.445555567741394,0.3799999952316284
64.0,4161.820629358293,0.445555567741394,0.3799999952316284
65.0,4240.687576055529,0.4555555582046509,0.3499999940395355
66.0,4310.87708258629,0.4555555582046509,0.3499999940395355
67.0,4381.801116466524,0.4555555582046509,0.3499999940395355
68.0,4460.343778133394,0.4555555582046509,0.3499999940395355
69.0,4558.567282676699,0.4555555582046509,0.3499999940395355
70.0,4660.259816646578,0.4555555582046509,0.3499999940395355
71.0,4754.403687715532,0.4555555582046509,0.3499999940395355
72.0,4857.463742971422,0.4555555582046509,0.3499999940395355
73.0,4964.076568365099,0.4555555582046509,0.3499999940395355
74.0,5064.346916913988,0.4555555582046509,0.3499999940395355
75.0,5173.889358997347,0.4555555582046509,0.3499999940395355
76.0,5264.922825813295,0.4555555582046509,0.3499999940395355
77.0,5330.860904216768,0.4600000083446502,0.3499999940395355
