weights,accuracy,time
"[4.01129981442283, 1.0886341339419168, 0.7252239859495613, 0.8058044288328458, 1.4860895578231117, 1.240578978064205, 2.1009313926810016, 1.035628164341101, 0.7002744912900005, 0.9801000000000002, 0.6366131739000004, 0.9509900499000007, 0.8732691000000002, 0.9702990000000004, 1.0781100000000003, 0.8910000000000001, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.0890000000000002, 0.5314410000000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9, 1.0, 0.9900000000000001, 1.0890000000000002, 1.0, 0.9801000000000002]",0.51,1.6885221004486084
"[4.01129981442283, 1.0886341339419168, 0.7252239859495613, 0.8058044288328458, 1.4860895578231117, 1.240578978064205, 2.1009313926810016, 1.035628164341101, 0.7002744912900005, 0.9801000000000002, 0.6366131739000004, 0.9509900499000007, 0.8732691000000002, 0.9702990000000004, 1.0781100000000003, 0.8910000000000001, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.0890000000000002, 0.5314410000000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 0.9801000000000002]",0.46,2.043775796890259
"[4.01129981442283, 1.0886341339419168, 0.7252239859495613, 0.8058044288328458, 1.3374806020408005, 1.240578978064205, 2.1009313926810016, 1.035628164341101, 0.7002744912900005, 0.9801000000000002, 0.6366131739000004, 0.9509900499000007, 0.8732691000000002, 0.9702990000000004, 0.9702990000000004, 0.8910000000000001, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.0890000000000002, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 0.9801000000000002]",0.43,2.7294209003448486
"[3.6101698329805467, 1.0886341339419168, 0.7252239859495613, 0.8058044288328458, 1.3374806020408005, 1.240578978064205, 2.1009313926810016, 1.035628164341101, 0.7002744912900005, 0.9801000000000002, 0.6366131739000004, 0.8558910449100007, 0.8732691000000002, 0.9702990000000004, 0.9702990000000004, 0.8910000000000001, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.0890000000000002, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 0.9801000000000002]",0.52,2.1241331100463867
"[3.6101698329805467, 1.0886341339419168, 0.7977463845445175, 0.8058044288328458, 1.3374806020408005, 1.240578978064205, 2.1009313926810016, 1.035628164341101, 0.7002744912900005, 0.9801000000000002, 0.6366131739000004, 0.8558910449100007, 0.9605960100000004, 0.9702990000000004, 0.9702990000000004, 0.8910000000000001, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.0890000000000002, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 0.9801000000000002]",0.49,2.0439982414245605
"[3.6101698329805467, 1.0886341339419168, 0.7977463845445175, 0.7252239859495612, 1.2037325418367206, 1.3646368758706255, 2.1009313926810016, 1.035628164341101, 0.7703019404190007, 0.9801000000000002, 0.6366131739000004, 0.8558910449100007, 0.9605960100000004, 0.9702990000000004, 0.9702990000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.0890000000000002, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9900000000000001, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 0.9801000000000002]",0.5,2.059584140777588
"[3.971186816278602, 1.1974975473361085, 0.7179717460900658, 0.7252239859495612, 1.2037325418367206, 1.3646368758706255, 2.1009313926810016, 1.035628164341101, 0.8473321344609008, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.9702990000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.3310000000000004, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9900000000000001, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.5,1.899174690246582
"[3.5740681346507417, 1.1974975473361085, 0.7179717460900658, 0.7252239859495612, 1.2037325418367206, 1.3646368758706255, 2.311024531949102, 1.035628164341101, 0.8473321344609008, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.9702990000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9900000000000001, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.44,2.011345386505127
"[3.931474948115816, 1.1974975473361085, 0.7179717460900658, 0.7252239859495612, 1.0833592876530487, 1.3646368758706255, 2.311024531949102, 1.035628164341101, 0.8473321344609008, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.9702990000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.1979000000000004, 1.1, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9900000000000001, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.52,2.0354456901550293
"[3.931474948115816, 1.1974975473361085, 0.7897689206990723, 0.7252239859495612, 1.0833592876530487, 1.3646368758706255, 2.311024531949102, 1.1391909807752112, 0.8473321344609008, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.8732691000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 0.9900000000000001, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.45,1.6735186576843262
"[3.931474948115816, 1.1974975473361085, 0.7107920286291651, 0.7252239859495612, 1.0833592876530487, 1.3646368758706255, 2.311024531949102, 1.1391909807752112, 0.8473321344609008, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.8732691000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.47829690000000014, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 1.0890000000000002, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.51,1.6887855529785156
"[4.3246224429273985, 1.3172473020697195, 0.7818712314920817, 0.7252239859495612, 1.0833592876530487, 1.5011005634576882, 2.311024531949102, 1.1391909807752112, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.8732691000000004, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 1.0890000000000002, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.45,2.1016366481781006
"[4.3246224429273985, 1.4489720322766917, 0.86005835464129, 0.7252239859495612, 1.0833592876530487, 1.5011005634576882, 2.311024531949102, 1.1391909807752112, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.9605960100000005, 0.9801000000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0890000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 1.0890000000000002, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.41,2.873219013214112
"[4.757084687220138, 1.4489720322766917, 0.86005835464129, 0.7977463845445173, 1.0833592876530487, 1.5011005634576882, 2.311024531949102, 1.1391909807752112, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.9605960100000005, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 0.9801000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 1.1979000000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.54,2.2176883220672607
"[4.281376218498124, 1.5938692355043609, 0.86005835464129, 0.7977463845445173, 1.0833592876530487, 1.5011005634576882, 2.311024531949102, 1.1391909807752112, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 0.9605960100000005, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 0.9801000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.4349644100000007, 1.4641000000000006, 0.9801000000000002, 0.9900000000000001, 1.1, 1.1, 1.1979000000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.0781100000000003]",0.43,1.6103112697601318
"[4.281376218498124, 1.5938692355043609, 0.86005835464129, 0.7977463845445173, 1.0833592876530487, 1.5011005634576882, 2.311024531949102, 1.1391909807752112, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 1.0566556110000007, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 0.9801000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.1, 1.1, 1.1979000000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.44,1.6204442977905271
"[4.709513840347937, 1.753256159054797, 0.86005835464129, 0.7977463845445173, 1.0833592876530487, 1.5011005634576882, 2.311024531949102, 1.2531100788527325, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 0.9801000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.1, 1.1, 1.0781100000000003, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.49,1.6175084114074707
"[4.238562456313144, 1.753256159054797, 0.86005835464129, 0.7977463845445173, 1.1916952164183536, 1.651210619803457, 2.311024531949102, 1.2531100788527325, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.7703019404190006, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 0.9801000000000002, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.0781100000000003, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.1, 1.1, 1.0781100000000003, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.48,1.9409375190734863
"[4.662418701944459, 1.928581774960277, 0.9460641901054191, 0.7977463845445173, 1.1916952164183536, 1.651210619803457, 2.311024531949102, 1.2531100788527325, 0.7625989210148107, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 1.0781100000000003, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.54,1.7951011657714844
"[4.662418701944459, 1.928581774960277, 0.9460641901054191, 0.8775210229989691, 1.1916952164183536, 1.651210619803457, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 1.0781100000000003, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.52,1.5965921878814695
"[4.196176831750013, 1.928581774960277, 0.9460641901054191, 0.8775210229989691, 1.1916952164183536, 1.8163316817838029, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 1.0781100000000003, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.51,2.3034603595733643
"[4.196176831750013, 1.928581774960277, 0.9460641901054191, 0.8775210229989691, 1.1916952164183536, 1.8163316817838029, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.3176900000000007, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 1.0781100000000003, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.5,1.6768641471862793
"[3.776559148575012, 2.121439952456305, 0.9460641901054191, 0.8775210229989691, 1.1916952164183536, 1.8163316817838029, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.81, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.9801000000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.9702990000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.46,1.9138717651367188
"[3.398903233717511, 2.121439952456305, 0.9460641901054191, 0.8775210229989691, 1.1916952164183536, 1.8163316817838029, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.4641000000000006, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.9702990000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.4,2.0276944637298584
"[3.398903233717511, 2.121439952456305, 1.040670609115961, 0.8775210229989691, 1.1916952164183536, 1.8163316817838029, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.6366131739000004, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.9702990000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.45,2.574580907821656
"[3.0590129103457597, 2.121439952456305, 1.040670609115961, 0.8775210229989691, 1.1916952164183536, 1.9979648499621834, 2.311024531949102, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.9702990000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.9702990000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.9702990000000004, 1.0, 0.9900000000000001, 1.0890000000000002, 1.1, 1.1859210000000004]",0.52,1.759796142578125
"[3.0590129103457597, 1.9092959572106745, 1.040670609115961, 0.8775210229989691, 1.1916952164183536, 1.9979648499621834, 2.079922078754192, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.9702990000000004, 1.0, 0.9900000000000001, 1.1979000000000004, 1.1, 1.1859210000000004]",0.52,1.7011370658874512
"[3.364914201380336, 1.9092959572106745, 1.040670609115961, 0.8775210229989691, 1.1916952164183536, 1.9979648499621834, 2.079922078754192, 1.2531100788527325, 0.8388588131162918, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 0.9900000000000001, 1.1979000000000004, 1.1, 1.1859210000000004]",0.52,1.5902869701385498
"[3.364914201380336, 2.100225552931742, 1.040670609115961, 0.8775210229989691, 1.1916952164183536, 1.798168364965965, 2.079922078754192, 1.2531100788527325, 0.7549729318046626, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.2100000000000002, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 0.9900000000000001, 1.1979000000000004, 1.1, 1.1859210000000004]",0.46,1.7851171493530271
"[3.70140562151837, 2.3102481082249167, 1.040670609115961, 0.8775210229989691, 1.1916952164183536, 1.798168364965965, 2.079922078754192, 1.2531100788527325, 0.7549729318046626, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.3310000000000004, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 0.9900000000000001, 1.1979000000000004, 1.1, 1.1859210000000004]",0.49,1.465852975845337
"[3.331265059366533, 2.3102481082249167, 1.144737670027557, 0.8775210229989691, 1.1916952164183536, 1.9779852014625616, 2.079922078754192, 1.1277990709674592, 0.830470224985129, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.9702990000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 1.0890000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.3310000000000004, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 1.0890000000000002, 1.1979000000000004, 1.1, 1.1859210000000004]",0.48,1.4337272644042969
"[3.331265059366533, 2.5412729190474086, 1.144737670027557, 0.8775210229989691, 1.0725256947765183, 1.9779852014625616, 2.079922078754192, 1.1277990709674592, 0.830470224985129, 1.0781100000000003, 0.7002744912900005, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.8732691000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 0.9801000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.3310000000000004, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 1.0890000000000002, 1.1979000000000004, 1.1, 1.1859210000000004]",0.43,1.357520580291748
"[3.331265059366533, 2.287145627142668, 1.144737670027557, 0.8775210229989691, 1.0725256947765183, 1.7801866813163054, 2.079922078754192, 1.1277990709674592, 0.830470224985129, 1.0781100000000003, 0.7703019404190007, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.8732691000000004, 0.9801000000000002, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 0.9801000000000002, 1.1859210000000004, 0.8732691000000004, 1.0781100000000003, 1.3310000000000004, 0.81, 1.2914679690000006, 1.6105100000000008, 1.0781100000000003, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 1.0890000000000002, 1.1979000000000004, 1.1, 1.1859210000000004]",0.57,1.3530406951904297
"[2.99813855342988, 2.058431064428401, 1.144737670027557, 0.965273125298866, 0.9652731252988664, 1.7801866813163054, 2.079922078754192, 1.1277990709674592, 0.830470224985129, 0.9702990000000004, 0.7703019404190007, 0.8473321344609007, 0.9605960100000004, 0.8732691000000004, 1.1623211721000009, 0.8820900000000002, 0.8732691000000004, 1.0781100000000003, 0.7290000000000001, 1.449459000000001, 1.0781100000000003, 1.1979000000000004, 0.5261265900000002, 0.8820900000000002, 0.9801000000000002, 1.1859210000000004, 0.7859421900000003, 1.0781100000000003, 1.3310000000000004, 0.81, 1.2914679690000006, 1.6105100000000008, 0.9702990000000004, 0.9900000000000001, 1.2100000000000002, 1.1, 0.8732691000000004, 1.0, 1.0890000000000002, 1.1979000000000004, 1.1, 1.1859210000000004]",0.41,1.4938678741455078
