time,attempt,steps,value,string
0.0039887428283691,1,55,45.0,11001100111110111100101001110011001100110111000110101000100001000100101010001000001100011100000110
0.0019938945770263,2,55,43.0,100001100011010000110000100111101100011100100000110010010000110011001001111001011110101000000100111
0.0019950866699218,3,56,47.0,101001000000111101011111000000111110010000111110101111111001100011000011001000010101100011100010
0.0040218830108642,4,55,51.0,110010011111010010100000011011110101100111000111110010010000001010100101011011001111101010101010011
0.0019946098327636,5,56,53.0,10000100000111001010100110001000101101111101111101101001110011011111011110000011101001111001001101
0.0029919147491455,6,55,53.0,1011010111010110111111101010010000010011001011010110011111000100111100111100010101010111111000000
0.0030786991119384,7,56,43.0,11001010110111000001010110101101010100011111000001010110000001000001001001001001110001001111001010
0.0023472309112548,8,56,57.0,1001000001101011000110011110001111101101001110111011100100111110011011010111101000101000010110111111
0.0039896965026855,9,56,45.0,1000011101111000011101001100100110010010101110000011011001000100111101001100010100100001010001011010
0.0019938945770263,10,55,57.0,1101101100101100110001101101001001101010011000101110001011110011101100111100101001100111001111111011
0.0009946823120117,11,55,45.0,1000010010010001101011101101011010010000100001111010111000111000001110010000110010100001101100101011
0.0019941329956054,12,55,47.0,110010000010100001001110100100010101110111000011100011101101000010010011011001110001010110101100111
0.0029804706573486,13,56,55.0,1100110111000101011010100000111111101000011100101110011110110001110010011001010101111111001010100011
0.0019941329956054,14,56,53.0,111110000000010101111100001010111100111111111101100100110011010011001010010100101010001011011100101
0.003070592880249,15,55,47.0,1001010011011110100101101000101000101111110010011011010100011010101010010100001110000001010110000101
0.0009965896606445,16,55,39.0,1111110110110101000000000110001011000100001111001001011000000001100010100000100100000101000011011100
0.0041506290435791,17,56,55.0,110100001111111001000101000011111110010010100110111001111010110110100101110100100001111011110100101
0.0018224716186523,18,55,49.0,101011001000011101011110110110110000000111010001010010100011110001111101011101000010100010001110011
0.001993179321289,19,55,53.0,100100011000010100010001010000011100110001001001111010111100011111111111000011111110111110101100110
0.0028886795043945,20,56,45.0,111010011100001001110100100000000101001001000100111000111010000010001110010000111000111110111101110
0.002964973449707,21,55,57.0,1111001000100010010110100101111010111111001001111000010111100111010111110001100000011010110111011111
0.0019564628601074,22,55,51.0,1110000110011111011111110010000000101011110110011000111110000110001000000001111100010110111000100111
0.0039901733398437,23,56,45.0,1100000011100000101000110010001111000101011101100111010001100011111001000100011110101000001011010010
0.0049567222595214,24,56,53.0,111111101001010111110111100100101010001010111011000011001010010101001100000011000101111110011010110
0.0019943714141845,25,56,45.0,1100100101001011010001000011000010100101100110001001011111011101010011010111010001100111100100000
0.0019938945770263,26,55,55.0,101111000011010000110111100110100101011101001101011101011101001001010001011111111110100100100101011
0.0019948482513427,27,56,45.0,100111100100100110010001011010111000010110101100010000101100110011110000011111000001100011000110010
0.0035228729248046,28,56,47.0,1101001011100011110011000101010100001101011111010001010010011110010100010000111011000011000000011101
0.0026006698608398,29,56,51.0,10000111001100110010111101001001000011010001010011010101011010001111110001100011010111011110001111
0.0039892196655273,30,55,57.0,110110110111111000111111000011001101101110110011110111001001101001100000101111111100010100000101101
0.0024988651275634,31,55,45.0,10110100010100110110111100010111010101010101000110000110100101111000001101010000001011000010100011
0.0049052238464355,32,56,45.0,10000100000011111010010011101100111001101000001100111000101001011010110010011101000010011010001011
0.0019941329956054,33,56,41.0,1100100110010101011000011010011001000001100000010101100000110101001100110100111000000100011000101110
0.0019950866699218,34,56,51.0,1000000110010111110101100001000010100111110010110101010001001100101101100000011111010110101010111111
0.00199556350708,35,56,47.0,110001101111101110010110001000101110111001111101001000001110110011101000000001100010000000010100111
0.0009973049163818,36,55,43.0,11101000111000010101111111001001001001010011000101100001001010100011001001110001010010111000000100
0.0019938945770263,37,56,49.0,100010010110001101110111110110000010110100010111010111101110010001000011101100001111101101001000000
0.0029935836791992,38,55,43.0,1010111011000001001100000110001001101111010001011000000011101000000001111100110000011011100011110000
0.0021338462829589,39,55,49.0,10111001110110000000000101101100001010011010101010100011010101011001110011101110101011011100110100
0.0019946098327636,40,55,45.0,11010111010010001110001000110000000001110111000100111111110000100100111000000110010101010010101101
0.0019941329956054,41,56,47.0,100001010001101001101000010110011011100101000101001100100011111000110001100000111010111100011110110
0.0019919872283935,42,55,53.0,101011000000011000011011011100101100010010011110000111011011000100110010101101111100111101010111111
0.0019941329956054,43,55,51.0,1010111000111111001001101100000100111100110100101001001001110100010001100010010011110111111010001011
0.0019938945770263,44,56,57.0,101011001001001100100101001111111000011001111101100001111011010111011111001011001110001001101011111
0.0019948482513427,45,56,59.0,1101011111101011001010101010111111110000110101101010111011110010101001011001110101101110010001011010
0.0019288063049316,46,56,53.0,1011000100010000101101010111010100010101111101111110110000011101001011001011000110110111000111010011
0.0020143985748291,47,56,47.0,1000011110001010001100011010011011110111001111110000001100010100001010101010011001100100000111101100
0.0019950866699218,48,56,43.0,1101101100001111010001011001000000100010000100000000100011111000111000101101001010011111100100100110
0.0019946098327636,49,56,45.0,111110110100101100101001100101010011110101101000000000100001111010011101000010001011010001001001010
0.0019943714141845,50,56,55.0,1000001111000011101000101110000011111100110011111011001111010001011100010100111111111000010111100110
0.0019941329956054,51,56,57.0,1101100111101110000011011110110011000111100000101000101010110100011111010010111111010111110011001110
0.0018770694732666,52,56,55.0,1001101011011111100011110111001000101011011010100000010110011110010111000100101110011010011110101110
0.0019950866699218,53,55,51.0,1101010000011000100101011111100000011110100111101111011111001001001010110111000010011010001100001101
0.0009975433349609,54,55,57.0,1101101010011011010011000110000101111111110101001100001111001101100011001011011110010110111011100101
0.0019938945770263,55,56,51.0,1000100100001101011000010001101111000111110110010011111111010110111010100101000101000001010001011111
0.0019946098327636,56,56,57.0,1001101000000101110011001111101111100111110101001101110101101011111010000011011110010001001000111111
0.0009963512420654,57,56,59.0,101100100110100011111001011110111011111010000011011111110111100101111100101010110011001011101001001
0.0021140575408935,58,55,53.0,1100110001001000011111011000100111010111110011100101000100111110001001011100100011100011100100111111
0.0019953250885009,59,55,55.0,1101100010001111100101110101011111100000101101111011001001000111111001000010101100000100101111101111
0.0020010471343994,60,56,55.0,110100111100011001010111111000010011100110011001011100100101011111111001100011110011100110110010010
0.0024559497833251,61,56,41.0,110000011000000110110110010001000101101001011100101100011010010010100110100001111011000000111000
0.0044455528259277,62,56,55.0,1100010111001011111010110111000010000001100111000101010110000011101010010111100111011100111111111100
0.0010018348693847,63,56,47.0,101010001011101111000100001000011100101100001001110000111111111001010101010001011110100000110101
0.0019953250885009,64,56,41.0,1001001000011011000110000011111100000110110001010101100100110110010001100101010010110100000000110000
0.0020074844360351,65,56,47.0,1101111111110001010110011000010001111000101111011001000010000010001011100110110011000101000001100010
0.0019972324371337,66,56,45.0,1110111110001011010110000000110100000011001100111011000001001010110010010011111101000101000010000011
0.0019941329956054,67,55,53.0,100011110000001000110100111010101111011111110110100101010001100101100101111110011010010100110010110
0.0019938945770263,68,55,49.0,100000111001011001110011010101101100000110101000100110101011111100000011011101000110001111110101000
0.0019903182983398,69,56,47.0,10101010100010000011001110011011101001010000111011010101000011111010000001110011001100101001011101
0.0019936561584472,70,56,49.0,1101100101101000000011000001110110111100001000000111100111111011101110001011101001000101010101000011
0.0019974708557128,71,56,53.0,1011101110011011110111001100001011100101011001100011011000101001101001101000011101100101010110011001
0.0009975433349609,72,56,49.0,11111011010001100101110011010101011100000000000111010110111010101101011000100001111100101110001
0.0019936561584472,73,55,57.0,1000100000011000010111101100101010101101110110010101110101111101001011001101110100100111011111011111
0.0019943714141845,74,56,57.0,100111111110110111001110111111110110000111101010010011111101100101001100000100100110101000110011100
0.0019938945770263,75,56,55.0,1101011011111001100111000100110111001110100011011100010001110111111110001100011100101011101010100000
0.0020415782928466,76,55,59.0,1111111010011011100110100010011000101111100110011101101111101101101000001111100100000110111001101111
0.0019941329956054,77,56,43.0,101000110011111011000100111001001010100100111101000010000001001011110011100000101110000001010011000
0.0019941329956054,78,56,57.0,101101001101111111101100101000110100100001100011011100111111111010000001101011111101101010100011011
0.0019965171813964,79,55,37.0,1100110000101010110000000111000100010010001000000110110000101100011001010011011000000001011011100000
0.0019938945770263,80,56,39.0,100101000010001001010000001000100100110011010001000011100110110101000000001111101011101001110100000
0.0019996166229248,81,55,49.0,10000001101101001100000110101000111011011111111000110111111000010011000010100100101001100011101101
0.0019950866699218,82,55,59.0,1101110000110110010101000000011100001111111010111010100010001110110111101111011111111000010111110111
0.0019941329956054,83,56,43.0,100010001101101101101010011000111011010001010110101001000111011100001000000110001001001100001011
0.0009980201721191,84,56,51.0,10111010000011010000111011011000010011011110101000001010111110110101011010111010001111110101000100
0.0020012855529785,85,56,51.0,1001011000100001000010010000010100011101110110111100111111011010001001001010110011100011111011100111
0.0009980201721191,86,56,47.0,1011010111011011010100001001010000011011001010001000001110000111100010000101011101001110011010110101
0.0019948482513427,87,56,45.0,1100010011100111111100101001100000011011011010100100011110001011000001000001000010101110001001010011
0.0019936561584472,88,56,41.0,1011000111000010100100110001011100010011001110010000000000100111001101000111001111001000100000100110
0.0019946098327636,89,56,47.0,1011010010101001000101001011010001110110001101100001101101010100010010001101011011010000101101001101
0.0019948482513427,90,55,55.0,111110110110001011101000110011001110000011001000111010111010111100110010011011001101011001111011001
0.0009961128234863,91,55,53.0,1001010010100000111011110011001001111111111101001110101000001101101010110011111001000000110110101001
0.0019974708557128,92,56,51.0,1111101010101010110011010010001011101011100000011111011010110001101110000100111110100101000101100
0.0019938945770263,93,55,45.0,10001010011100011110101011011010100110010011000001101000110101100001001010100010110111011010001000
0.0020241737365722,94,55,55.0,1111110001001100101100001001110011110110110110000000111011111111010111110000001001101011011110010010
0.0019941329956054,95,55,53.0,1110110111101001010110101101000111101001101011001001011110010000000101101110000011101001010110011110
0.0019922256469726,96,56,55.0,10000011011101100000011110111101101001000111010110011111110011100111011010011110111100111000010001
0.0019946098327636,97,56,53.0,1111001001101001110001001110100111001110011011000110011000001101011011001110101100111000110001010111
0.0009968280792236,98,56,51.0,1000001110101001110101010010001001100011111101110011111100011101001111111100010100011010000010100010
0.0009965896606445,99,55,57.0,111010011001001110111100110011100110111111011110010000010001000000111111111111110000111001011001101
0.0019948482513427,100,55,57.0,110110000010101101101011111001001000010011010110110011110011110011010101001111001111001111010101111
0.0019946098327636,101,55,51.0,1001011000101011001100011011110000000111110011000101000000101011111011000010111010011110110111101001
0.0009973049163818,102,56,49.0,111101000100000101110111100111010100010111111010010101101000101011100101100100011011000000010011100
