parameter,value,score,string_length
pop_size,303.0,0.4476685047149658,100
pop_size,351.0,0.4158921003341674,100
pop_size,398.0,0.4283473968505859,100
pop_size,447.0,0.4562499523162842,100
pop_size,494.0,0.5133058309555054,100
pop_size,542.0,0.4634528875350952,100
pop_size,590.0,0.4882100820541382,100
pop_size,638.0,0.5380051612854004,100
keep_pct,0.0552408486229034,0.4851768493652343,100
keep_pct,0.0030515513565785,3711.994217019111,100
keep_pct,0.0045292953015325,847054.82969773,100
keep_pct,0.0067226513767364,7493.764679661849,100
keep_pct,0.0099781618385192,73.19453154092189,100
keep_pct,0.0148101854604896,1.4803177118301392,100
keep_pct,0.0219821643428712,0.4865257263183594,100
keep_pct,0.0326272449785396,0.356997275352478,100
keep_pct,0.0484273112640461,0.3845179080963135,100
keep_pct,0.0718787160180808,0.4631725788116455,100
keep_pct,0.1066866956176382,0.5833962440490723,100
keep_pct,0.1583507838251796,0.8411483764648438,100
max_attempts,2.0,0.4456912755966186,100
max_attempts,1.0,0.3881349563598633,100
max_attempts,2.0,0.4079740285873413,100
max_attempts,1.0,0.3552822113037109,100
max_attempts,2.0,0.3737451791763305,100
max_attempts,2.0,0.4007692337036133,100
max_attempts,2.0,0.3337567567825317,100
max_attempts,3.0,0.4668138742446899,100
max_attempts,3.0,0.5276665687561035,100
max_attempts,4.0,0.6320007085800171,100
max_attempts,4.0,0.7419588327407837,100
max_attempts,4.0,0.5847076892852783,100
pop_size,351.0,0.397327184677124,100
pop_size,175.0,12.88981971559718,100
pop_size,228.0,0.5563302993774414,100
pop_size,281.0,0.4786324262619018,100
pop_size,333.0,0.3804729223251343,100
pop_size,386.0,0.3733379125595092,100
pop_size,439.0,0.3858073949813843,100
pop_size,492.0,0.4444925308227539,100
pop_size,544.0,0.396528148651123,100
pop_size,597.0,0.4654041767120361,100
pop_size,650.0,0.465909481048584,100
pop_size,702.0,0.5175073623657227,100
keep_pct,0.0326272449785396,0.367569637298584,100
keep_pct,0.0010645371148896,2487987740.7601194,100
keep_pct,0.0016976743575917,1279727.069847779,100
keep_pct,0.0027073722316607,106525.32086371732,100
keep_pct,0.0043175915145267,10509.37852809441,100
keep_pct,0.0068854944541106,747.6837212925789,100
keep_pct,0.0109806668180803,4.119314241409302,100
keep_pct,0.0175114575392194,0.6169238090515137,100
keep_pct,0.0279264593151089,0.3320896863937378,100
keep_pct,0.0445358205124709,0.4391430139541626,100
keep_pct,0.0710236584716608,0.4461001873016357,100
keep_pct,0.1132652324500588,0.5376259565353394,100
max_attempts,2.0,0.4191633462905884,100
max_attempts,1.0,0.3960074424743652,100
max_attempts,1.0,0.2677907705307006,100
max_attempts,1.0,0.2944506168365478,100
max_attempts,2.0,0.3595412254333496,100
max_attempts,2.0,0.3411469459533691,100
max_attempts,2.0,0.4858300447463989,100
max_attempts,2.0,0.4411502599716186,100
max_attempts,3.0,0.4469353914260864,100
max_attempts,3.0,0.6462736368179322,100
max_attempts,4.0,0.644010329246521,100
max_attempts,4.0,0.5627049922943115,100
pop_size,386.0,0.3163698196411132,100
pop_size,193.0,11.273083278280268,100
pop_size,251.0,1.0393184661865231,100
pop_size,308.0,0.5243635416030884,100
pop_size,367.0,0.6561041116714478,100
pop_size,424.0,0.3957599401473999,100
pop_size,482.0,0.3745269060134887,100
pop_size,540.0,0.3312588214874267,100
pop_size,598.0,0.3377136468887329,100
pop_size,656.0,0.4137066602706909,100
pop_size,714.0,0.4288345336914062,100
pop_size,772.0,0.4704734325408936,100
keep_pct,0.0279264593151089,0.6443761825561524,100
